id,SalePrice
1718,130403.711627
1719,203386.558986
1720,240687.564789
1721,164848.802469
1722,121292.274452
1723,153926.277979
1724,201745.007052
1725,241414.81753
1726,188153.794339
1727,151230.519042
1728,179111.024095
1729,159908.010731
1730,149468.714639
1731,119294.194971
1732,132186.813495
1733,114901.656384
1734,121234.53489
1735,128375.811757
1736,110404.837146
1737,311892.854292
1738,239417.876051
1739,246350.439387
1740,211597.093048
1741,188291.222943
1742,174945.062317
1743,179142.716975
1744,329378.835439
1745,211977.461397
1746,178514.050886
1747,222182.296568
1748,224528.603393
1749,142935.832185
1750,128039.7767
1751,249605.686387
1752,117333.035691
1753,142661.745541
1754,195686.543715
1755,169015.157747
1756,125355.066968
1757,121422.081954
1758,145743.986182
1759,162740.074784
1760,161593.933641
1761,145520.366305
1762,172084.506644
1763,183610.780619
1764,116481.150845
1765,171653.222069
1766,189964.855395
1767,219633.403807
1768,144947.219633
1769,173430.887757
1770,152771.836089
1771,121880.011924
1772,137252.389287
1773,125875.987348
1774,135819.607895
1775,143034.651974
1776,129570.58411
1777,110131.012311
1778,138452.897801
1779,118546.506285
1780,176388.182661
1781,128164.617933
1782,87668.9932976
1783,143916.246796
1784,110083.246301
1785,123871.186565
1786,144066.161391
1787,167017.022959
1788,58456.2757309
1789,100508.300481
1790,82018.8778919
1791,185406.923176
1792,159604.347557
1793,128472.135403
1794,150148.016555
1795,138455.061438
1796,127891.255483
1797,110092.088795
1798,122492.297228
1799,117627.352991
1800,130777.531948
1801,127435.885712
1802,133786.83643
1803,149811.082182
1804,136367.798649
1805,136777.374757
1806,126381.005098
1807,130967.253029
1808,118639.436612
1809,119771.917984
1810,132465.256034
1811,84984.9057069
1812,95806.7643601
1813,123044.909605
1814,93221.2452149
1815,54980.7564419
1816,97768.9946297
1817,101829.933393
1818,147907.077559
1819,129424.100531
1820,69665.4860741
1821,112830.388111
1822,151581.081927
1823,52520.9372613
1824,127722.844418
1825,136384.286142
1826,106504.408949
1827,100096.961017
1828,132470.77022
1829,113660.445256
1830,143394.334969
1831,150224.307221
1832,71425.7892769
1833,136029.901128
1834,123598.804151
1835,120787.493154
1836,127022.381368
1837,88822.1225745
1838,127788.46054
1839,102306.360994
1840,140266.015361
1841,136373.011082
1842,89887.7587699
1843,129267.697599
1844,134560.358807
1845,139898.513219
1846,155386.144747
1847,162363.369039
1848,56084.8863965
1849,111972.395062
1850,119581.376366
1851,160766.448269
1852,126254.796941
1853,128923.241306
1854,160858.203972
1855,144001.057793
1856,229765.099086
1857,146743.545111
1858,131132.319564
1859,115782.593676
1860,148971.060744
1861,116228.542239
1862,301128.118824
1863,285662.878837
1864,285720.691015
1865,337881.128763
1866,328903.775983
1867,227616.285183
1868,290270.815628
1869,205752.326698
1870,224546.22375
1871,244099.648061
1872,173148.504104
1873,248970.5644
1874,150725.116687
1875,197926.354817
1876,196936.707907
1877,212087.537489
1878,204455.992738
1879,130142.97188
1880,128940.166335
1881,247230.142127
1882,253788.420019
1883,185377.350828
1884,207148.147852
1885,248040.975983
1886,287089.32023
1887,217457.290287
1888,273121.171931
1889,168047.918105
1890,122079.893917
1891,132577.971113
1892,100877.397789
1893,132415.04763
1894,127790.489455
1895,139631.382986
1896,127647.627688
1897,115507.147242
1898,114848.466287
1899,160900.128289
1900,159201.319429
1901,162610.131234
1902,153500.972961
1903,221253.081975
1904,139924.412465
1905,208261.825212
1906,142388.707168
1907,221696.03411
1908,109860.116145
1909,131813.876918
1910,120118.730866
1911,205267.01759
1912,348882.470852
1913,139259.825458
1914,70700.6156345
1915,298401.091631
1916,61699.5825154
1917,256550.331842
1918,143331.943544
1919,176014.528373
1920,150419.724176
1921,392323.525725
1922,313070.380161
1923,218817.239021
1924,229900.519749
1925,194644.837179
1926,383289.467892
1927,133926.193417
1928,149332.377023
1929,125525.645535
1930,128676.029861
1931,142215.453755
1932,143027.86391
1933,170574.418913
1934,182175.437568
1935,171468.093053
1936,193956.335968
1937,181138.963801
1938,166827.519421
1939,246386.920199
1940,195943.849348
1941,171421.425631
1942,187803.102636
1943,205700.591361
1944,345052.871436
1945,386599.980044
1946,129518.510954
1947,309337.982185
1948,175779.812485
1949,247914.557986
1950,186392.808923
1951,261858.154342
1952,215588.12254
1953,169816.399045
1954,184099.396343
1955,135534.759895
1956,322852.544605
1957,152757.822125
1958,308596.849554
1959,147745.020315
1960,111303.208311
1961,121478.647213
1962,100022.673472
1963,108766.64213
1964,108610.49998
1965,145822.841754
1966,136243.874662
1967,284183.156062
1968,413809.250198
1969,384213.991913
1970,427404.081188
1971,484587.298642
1972,375437.44
1973,263618.457878
1974,320119.234156
1975,552341.644861
1976,272335.262493
1977,347020.057266
1978,351199.881002
1979,331502.190568
1980,199010.997748
1981,346087.458354
1982,220054.373411
1983,200680.587398
1984,168240.40331
1985,224910.142244
1986,207395.390559
1987,182000.64757
1988,174792.269939
1989,192926.291809
1990,210512.146034
1991,232214.967751
1992,217735.416539
1993,168612.472342
1994,235207.907764
1995,185453.753426
1996,237034.324053
1997,302460.464308
1998,322576.227632
1999,255966.823805
2000,324028.282756
2001,265470.077657
2002,229975.970051
2003,259882.570437
2004,285056.036723
2005,214678.589969
2006,224221.870706
2007,254033.007096
2008,214108.88747
2009,194327.194858
2010,196537.027809
2011,135763.024903
2012,169336.801772
2013,179239.572776
2014,187679.940701
2015,206439.719538
2016,188937.181354
2017,198790.085522
2018,118251.748958
2019,131005.61654
2020,106254.886083
2021,100876.206272
2022,180662.979927
2023,138403.847801
2024,249053.64013
2025,376433.712525
2026,175112.153446
2027,160288.775587
2028,148306.749488
2029,167537.147973
2030,280155.887969
2031,237995.532521
2032,252409.505846
2033,267154.12793
2034,173672.43293
2035,218781.335483
2036,198864.04034
2037,205042.778426
2038,327739.351081
2039,224838.106031
2040,292286.133087
2041,287658.614481
2042,204080.270716
2043,181284.193632
2044,166881.883993
2045,218426.197594
2046,147484.68375
2047,144003.431622
2048,138723.86784
2049,143660.472785
2050,179695.220186
2051,105298.645309
2052,123249.131822
2053,147670.446659
2054,95589.1698005
2055,148134.223985
2056,147228.955038
2057,116579.033533
2058,217363.405711
2059,135604.08356
2060,173117.112033
2061,182127.528993
2062,132613.931065
2063,123519.045455
2064,144545.289395
2065,121756.879258
2066,163526.523679
2067,106095.384884
2068,142776.498645
2069,86961.1138115
2070,122161.516837
2071,95336.2328959
2072,128772.441219
2073,133722.243949
2074,182660.357816
2075,151934.70675
2076,120263.119566
2077,158441.705461
2078,124268.661455
2079,131239.084921
2080,121565.528611
2081,127299.421615
2082,117305.033194
2083,143407.350212
2084,114159.46024
2085,116399.852912
2086,101862.465006
2087,121951.332208
2088,97838.5163321
2089,80902.6814508
2090,126307.187097
2091,105634.033778
2092,116579.927315
2093,109414.126922
2094,106643.082724
2095,148336.118797
2096,81269.0590195
2097,105062.688088
2098,137770.164599
2099,54883.0511565
2100,67810.4288926
2101,108218.74236
2102,130176.926879
2103,104018.278883
2104,143409.567589
2105,125909.072039
2106,53094.9469831
2107,205012.793982
2108,113395.524158
2109,109304.406653
2110,129287.669321
2111,137205.379677
2112,134280.372091
2113,121492.704706
2114,121244.034712
2115,161446.433322
2116,113889.323096
2117,146450.122657
2118,124989.532066
2119,114207.398781
2120,116214.542299
2121,89595.8690339
2122,113403.547748
2123,83908.7173488
2124,160408.959033
2125,120702.608921
2126,146689.966067
2127,155450.107257
2128,123584.492011
2129,91603.762067
2130,131155.688091
2131,146017.744636
2132,113901.208177
2133,121430.938996
2134,119415.356015
2135,94137.2085547
2136,73582.3036422
2137,109126.575674
2138,136856.81194
2139,150396.264732
2140,136418.504255
2141,149203.701455
2142,126189.618557
2143,138666.163402
2144,125811.749169
2145,138595.722942
2146,172893.739537
2147,136445.068765
2148,139721.251533
2149,149001.746178
2150,229129.863032
2151,117737.95197
2152,156463.163945
2153,168156.288076
2154,105984.881811
2155,143032.297578
2156,258270.055564
2157,235520.103835
2158,236650.902055
2159,213004.652804
2160,179402.258839
2161,245927.296562
2162,408644.682569
2163,352183.687042
2164,254097.325369
2165,197565.09446
2166,154100.996128
2167,226747.428809
2168,197949.225041
2169,197443.500332
2170,216972.297522
2171,151272.253221
2172,127654.106115
2173,163471.837542
2174,227813.238749
2175,306585.237362
2176,307652.488865
2177,237164.875045
2178,215878.11841
2179,137262.288278
2180,207959.114363
2181,191278.977205
2182,220495.111889
2183,189490.903395
2184,119478.240886
2185,121965.812165
2186,142390.729215
2187,154801.511007
2188,153413.694832
2189,260469.965687
2190,83122.5120314
2191,84829.1685292
2192,92001.2582002
2193,108846.739056
2194,104308.688332
2195,110495.420548
2196,102560.557475
2197,118786.092267
2198,162194.947177
2199,177581.908869
2200,150114.975548
2201,152031.352929
2202,216325.843197
2203,135000.388687
2204,183154.131076
2205,120811.869112
2206,141545.083698
2207,208869.848607
2208,276104.516414
2209,231446.009083
2210,116415.250655
2211,112982.30644
2212,119681.470198
2213,103599.197888
2214,121190.852955
2215,101115.293219
2216,137613.595726
2217,59011.3742707
2218,86760.1158191
2219,79654.222458
2220,84188.596283
2221,298999.933015
2222,261052.791917
2223,286619.543695
2224,212570.378238
2225,122198.527119
2226,182652.198909
2227,196601.881086
2228,260722.743121
2229,258729.695018
2230,146667.235356
2231,212081.581641
2232,167890.781701
2233,180210.372113
2234,239348.736683
2235,213451.463643
2236,268186.874148
2237,324604.548509
2238,198477.402057
2239,108525.523175
2240,156659.784076
2241,152600.722904
2242,122424.808712
2243,125870.111561
2244,103721.06862
2245,101966.053387
2246,141998.762345
2247,109514.804134
2248,123100.768901
2249,119378.866808
2250,129433.361898
2251,93228.6767715
2252,181524.228079
2253,151561.212132
2254,173857.169641
2255,183090.268964
2256,177640.821283
2257,203473.911462
2258,163142.257165
2259,176939.25938
2260,154811.802217
2261,182691.271202
2262,206687.210309
2263,360099.300281
2264,547409.033838
2265,162035.284877
2266,289912.674883
2267,363426.118771
2268,431987.626224
2269,143449.728736
2270,190954.629329
2271,223270.924085
2272,198079.200304
2273,161721.382181
2274,178213.504762
2275,157423.444631
2276,193811.179521
2277,183380.398034
2278,146786.468655
2279,121367.28801
2280,118228.063796
2281,167956.373741
2282,185581.582214
2283,108518.467996
2284,113283.643573
2285,141223.046392
2286,125718.72437
2287,372813.238566
2288,274245.452139
2289,382227.941802
2290,477232.697646
2291,317591.953104
2292,453729.528164
2293,502621.045026
2294,415195.93685
2295,520607.259729
2296,290332.062124
2297,326787.226427
2298,339624.667152
2299,371893.837371
2300,329825.441481
2301,299246.144852
2302,248057.890082
2303,241555.595206
2304,250410.385553
2305,198946.055724
2306,194278.657904
2307,199947.690985
2308,227044.827208
2309,277160.123785
2310,210840.874243
2311,204172.25674
2312,175572.763063
2313,172502.5291
2314,177532.139398
2315,180113.024177
2316,193286.977952
2317,190575.681279
2318,182853.937059
2319,184053.567997
2320,185077.105212
2321,241878.982119
2322,181496.686127
2323,186590.07063
2324,173848.306048
2325,219802.528318
2326,169430.153393
2327,204061.929469
2328,224834.084068
2329,191457.931687
2330,182258.550082
2331,357199.666423
2332,400604.068084
2333,320680.466995
2334,250444.024676
2335,267221.670564
2336,309602.441669
2337,201826.755831
2338,273574.120457
2339,217414.411484
2340,419122.976092
2341,216585.431784
2342,237330.872705
2343,229996.607474
2344,217381.779089
2345,233459.62577
2346,216525.633161
2347,201396.811999
2348,247253.082827
2349,174993.81659
2350,302484.486697
2351,262567.060012
2352,259146.015998
2353,247936.87312
2354,133935.698055
2355,140510.059268
2356,151853.617514
2357,189491.527043
2358,197694.956459
2359,131998.672177
2360,117566.723381
2361,146547.268835
2362,270571.964124
2363,139812.886563
2364,155518.024432
2365,228840.645359
2366,191728.087169
2367,226760.176616
2368,213754.67085
2369,226037.188593
2370,165662.987457
2371,167942.120091
2372,191856.662229
2373,276330.804059
2374,319763.456748
2375,252669.20767
2376,293868.543049
2377,351810.65561
2378,147498.24901
2379,201574.853081
2380,146285.689127
2381,171822.468059
2382,207782.995374
2383,214197.669981
2384,255172.409582
2385,158937.394571
2386,136656.56978
2387,134908.172946
2388,101085.78831
2389,122790.64223
2390,146349.23076
2391,142632.227756
2392,116784.962866
2393,165529.891076
2394,144580.615601
2395,203016.067073
2396,141544.774973
2397,230368.388254
2398,134412.19295
2399,68350.0813773
2400,64119.1725595
2401,117850.898628
2402,136808.581755
2403,143695.918512
2404,151432.512442
2405,164017.479743
2406,139941.964731
2407,125593.565645
2408,153303.089894
2409,124128.262205
2410,170276.062832
2411,117600.673388
2412,156372.074884
2413,132077.64388
2414,151612.606837
2415,135194.027961
2416,130055.532573
2417,128587.220207
2418,130986.419926
2419,122687.125217
2420,125491.489384
2421,150623.609388
2422,109875.813833
2423,117641.61798
2424,152379.314377
2425,182964.703666
2426,130836.848334
2427,137110.206571
2428,173283.661275
2429,110889.128517
2430,130810.033893
2431,109964.389947
2432,145102.353431
2433,144020.153355
2434,138982.625457
2435,150628.111935
2436,106997.643146
2437,104286.527481
2438,124089.152551
2439,104235.314533
2440,123767.241538
2441,91069.7087779
2442,99753.5820807
2443,124567.835634
2444,130062.628103
2445,88342.4772436
2446,135541.635838
2447,182492.640202
2448,126779.764352
2449,108915.653534
2450,150844.755949
2451,122359.338112
2452,202112.783003
2453,94929.618871
2454,113579.80429
2455,120918.521187
2456,131026.126859
2457,134032.638302
2458,126344.491493
2459,111111.095069
2460,135124.602988
2461,128441.445165
2462,134090.005551
2463,124864.21042
2464,183316.610423
2465,144292.221211
2466,116802.079038
2467,130696.636644
2468,83425.0416052
2469,81052.7795113
2470,183239.490699
2471,216680.224111
2472,162169.070382
2473,107630.010168
2474,67432.4104294
2475,228031.537566
2476,121339.422153
2477,127672.190011
2478,151239.247654
2479,101313.814304
2480,145526.706982
2481,121723.684993
2482,126579.131174
2483,110887.012088
2484,124160.024055
2485,124684.292334
2486,147072.125442
2487,162797.685411
2488,165833.446904
2489,151804.092856
2490,141629.818607
2491,89142.6201633
2492,179212.293904
2493,153908.618369
2494,145688.965819
2495,93207.1792566
2496,246962.997786
2497,159724.005805
2498,111717.629065
2499,84656.5093851
2500,120353.635442
2501,141217.089358
2502,142656.484715
2503,94637.8017671
2504,176694.160203
2505,227736.434717
2506,261324.838372
2507,290380.879831
2508,262170.580818
2509,213248.908947
2510,218873.631222
2511,174427.38458
2512,205732.542882
2513,220432.250115
2514,251008.073056
2515,146110.509043
2516,176762.251886
2517,147149.734636
2518,153082.208678
2519,233775.607266
2520,213301.382154
2521,187353.137229
2522,229465.407468
2523,121251.232808
2524,134280.525675
2525,141349.794338
2526,135789.021222
2527,116385.446023
2528,125788.02507
2529,132983.693049
2530,116378.317813
2531,260439.443664
2532,229621.400357
2533,194345.065461
2534,237056.172798
2535,311782.481285
2536,241384.69769
2537,241952.407885
2538,183759.099582
2539,188747.57749
2540,178881.971417
2541,179077.76154
2542,160746.886384
2543,119848.580768
2544,119433.97393
2545,139139.77559
2546,132488.650597
2547,139482.635284
2548,148485.441761
2549,159544.383174
2550,1051486.38007
2551,142404.236937
2552,125468.845441
2553,80358.267832
2554,96440.9066869
2555,125962.113658
2556,100504.318877
2557,109483.87492
2558,145340.597821
2559,138031.638978
2560,147957.497986
2561,144717.973347
2562,139840.542026
2563,151826.727143
2564,201519.252754
2565,140275.243145
2566,153974.108717
2567,141044.147406
2568,202321.298989
2569,219306.769252
2570,113563.770816
2571,182936.915167
2572,144733.034228
2573,226565.360134
2574,278254.277475
2575,126708.65641
2576,112246.553041
2577,138430.868237
2578,83441.6239993
2579,58542.4694404
2580,109241.971106
2581,115846.935657
2582,119254.988186
2583,284331.716233
2584,175112.285002
2585,182595.944526
2586,231726.891166
2587,208905.161286
2588,142275.834734
2589,151339.046254
2590,201343.02989
2591,218018.748199
2592,212287.309223
2593,249263.172341
2594,178026.916378
2595,195186.752958
2596,305532.721828
2597,175859.36217
2598,288007.000042
2599,336502.159052
2600,149790.852864
2601,140165.188353
2602,86891.2969052
2603,96893.2565875
2604,92824.6407249
2605,80818.6522969
2606,145513.068862
2607,201658.119775
2608,194174.419982
2609,169419.100297
2610,109694.561532
2611,113348.068051
2612,159360.877056
2613,131969.354046
2614,123607.19516
2615,161215.07352
2616,146345.155714
2617,179143.218287
2618,214774.125987
2619,199567.091545
2620,191423.109037
2621,175048.757859
2622,181793.444158
2623,247087.592073
2624,313766.441004
2625,313728.439263
2626,173098.607878
2627,159296.253162
2628,472530.428756
2629,530128.909402
2630,368095.761166
2631,527411.12619
2632,424569.857958
2633,306956.823679
2634,424678.009818
2635,157634.757873
2636,177992.251353
2637,176744.481314
2638,268054.523813
2639,186357.193576
2640,153017.003561
2641,101211.240544
2642,188490.242341
2643,107195.597365
2644,125450.665118
2645,110775.963418
2646,99065.4906834
2647,104172.015388
2648,143201.20415
2649,152309.86912
2650,135917.668423
2651,139469.646933
2652,426397.324212
2653,256990.428176
2654,244655.804789
2655,405491.598606
2656,329110.648056
2657,372853.26942
2658,304286.34387
2659,294667.863578
2660,357552.753848
2661,365016.905916
2662,368912.328488
2663,287609.334002
2664,264608.832476
2665,323112.2454
2666,288984.562554
2667,171097.950518
2668,178562.10579
2669,182355.841036
2670,290054.77951
2671,184756.548551
2672,197494.544508
2673,208674.717456
2674,193199.253916
2675,172859.936942
2676,195387.852078
2677,197641.601117
2678,252978.971999
2679,269829.012843
2680,280225.480963
2681,401850.98469
2682,317840.488924
2683,519212.033529
2684,311366.513017
2685,322019.863456
2686,260680.160468
2687,308030.257424
2688,218489.331337
2689,209110.623199
2690,450316.614045
2691,186375.524155
2692,133651.631242
2693,205119.131191
2694,131136.744493
2695,191483.75839
2696,181098.317391
2697,182957.658714
2698,194053.776301
2699,170870.025365
2700,159454.313746
2701,155137.467178
2702,113254.650514
2703,121450.802585
2704,138079.157834
2705,116965.416983
2706,112778.740884
2707,126925.272337
2708,132235.088368
2709,106154.168662
2710,125325.057007
2711,276235.521473
2712,367438.108498
2713,172121.548898
2714,150789.398064
2715,172306.713905
2716,146645.857731
2717,189319.843591
2718,223430.622233
2719,154105.367264
2720,176201.134236
2721,133426.49213
2722,156859.17759
2723,138921.531433
2724,125344.538631
2725,131479.501673
2726,151291.29304
2727,169138.861901
2728,176667.097719
2729,146299.614473
2730,149544.594539
2731,131925.786326
2732,135727.627542
2733,156403.065629
2734,148055.291667
2735,142282.694493
2736,144040.47177
2737,121080.231894
2738,135728.63322
2739,160917.188413
2740,138461.998564
2741,144045.730728
2742,153170.140563
2743,159332.134134
2744,163998.997252
2745,140099.015356
2746,138838.46011
2747,149658.648321
2748,125395.140508
2749,130781.127146
2750,127727.242788
2751,138000.730511
2752,199088.725422
2753,144177.956899
2754,205774.498359
2755,134277.569545
2756,93284.3815606
2757,64232.2224279
2758,91461.5442749
2759,160503.882038
2760,112300.469536
2761,145149.762925
2762,144697.205562
2763,188417.843781
2764,146852.663108
2765,288560.0462
2766,130405.421885
2767,86817.5024505
2768,128609.490908
2769,132647.869823
2770,140335.78626
2771,106892.125718
2772,114299.613612
2773,160291.557699
2774,141959.750343
2775,108745.017669
2776,141581.684687
2777,148689.357569
2778,103041.678711
2779,116498.704046
2780,94518.7670671
2781,97166.8343988
2782,96556.996285
2783,95061.5194929
2784,124815.741001
2785,135484.099031
2786,69419.0974703
2787,125086.379784
2788,71824.0940639
2789,164688.626787
2790,94876.260899
2791,112783.77387
2792,62185.4706721
2793,158586.98902
2794,91700.3501598
2795,122947.344836
2796,98320.5527166
2797,196263.638718
2798,98393.2379541
2799,107655.687929
2800,67789.2004668
2801,102964.772093
2802,131951.0169
2803,170877.644679
2804,128929.981674
2805,98308.0203051
2806,84069.9397743
2807,162392.124603
2808,146756.485798
2809,132689.953441
2810,127033.495597
2811,152227.417642
2812,160682.190771
2813,146436.970315
2814,150048.766409
2815,95719.2310445
2816,238470.341438
2817,151353.031469
2818,134551.041825
2819,163055.212568
2820,139955.329982
2821,106524.79268
2822,194504.290313
2823,342359.843968
2824,178466.231731
2825,142458.12083
2826,137412.354607
2827,141507.769373
2828,206154.384589
2829,209598.822731
2830,229767.356287
2831,171218.098291
2832,247444.174571
2833,292538.880535
2834,223887.511004
2835,218377.095073
2836,192103.751695
2837,154254.908795
2838,148519.217196
2839,175079.09744
2840,204932.475872
2841,204125.342327
2842,234423.721434
2843,150187.530394
2844,165292.504927
2845,125574.734989
2846,208450.534058
2847,203387.038014
2848,218687.271781
2849,198384.609024
2850,287488.243269
2851,225550.090437
2852,238213.364457
2853,246668.785187
2854,141524.574403
2855,202041.8075
2856,203468.90381
2857,187683.479328
2858,208127.887527
2859,116307.1377
2860,121852.233379
2861,127359.673136
2862,193012.140864
2863,128257.052757
2864,236117.20452
2865,141006.637914
2866,140273.271775
2867,101316.039531
2868,96428.1240812
2869,105516.715795
2870,122643.57026
2871,83432.1043654
2872,53929.0123172
2873,102242.315639
2874,135052.328422
2875,116493.746253
2876,169208.136551
2877,147460.38681
2878,168583.039193
2879,141302.114426
2880,103899.501787
2881,148932.376855
2882,170738.974643
2883,192217.099994
2884,200892.277493
2885,187851.329444
2886,230576.531598
2887,92828.6066219
2888,139039.065255
2889,58984.7022569
2890,77970.3437599
2891,137006.388072
2892,51904.6457861
2893,89359.98628
2894,69214.5290156
2895,316183.372657
2896,275443.522957
2897,198999.803288
2898,153830.222664
2899,211065.284658
2900,163755.558994
2901,215818.098756
2902,190277.742424
2903,335658.793105
2904,362830.736546
2905,83405.4474539
2906,196981.634952
2907,114065.849804
2908,132276.849242
2909,150109.120307
2910,83164.5068412
2911,85716.4515087
2912,148148.611891
2913,83296.1902337
2914,82095.9245348
2915,89182.081537
2916,84584.1798944
2917,159605.776005
2918,117273.671679
2919,227974.334412
